UsgsGaugeId,RiverSection
04215500,Eighteenmile Creek
01321000,Elbow Creek
04218518,Ellicott Creek
04262500,Elm Creek
01362200,Esopus Creek
01362500,Esopus Creek
01364500,Esopus Creek
04234000,Fall Creek
04242500,"Fish Creek, E. Branch"
01372500,Fishkill Creek
04235250,Flint Creek
01350080,Fox Creek
04223000,Genesee
01321000,Georgia Brook
01315500,Glen Creek
04262500,"Grass, Lower S. Branch"
04262500,"Grass, Middle Branch"
04262500,"Grass, N. Branch"
04262500,"Grass, Upper South Branch"
04262500,Grass
04271500,"Great Chazy, North Branch"
04271500,Great Chazy
423401815,Great Gully Creek
01317000,Hague Brook
01359528,Hannacrois Creek
01321000,Holmes Lake Outlet
04229500,Honeoye Creek
01334500,Hoosic
01312000,Hudson
01315500,Hudson
01327750,Hudson
04256000,Independence River
04256000,Independence
01315000,Indian (Hudson trib.)
04254500,Indian (S.Br. Moose trib.)
04262500,Island Branch
04262500,Jenny Creek
01321000,Jimmy Creek
04275000,John's Brook
04268800,Jordan
01362500,Kaaterskill Creek
04224775,Keshequa Creek
04232482,Keuka Outlet
01361000,Kinderhook Creek
01349700,Kiskatom Creek
01361000,Kline Kill
01421900,Kortright Creek
04268800,Lake Ozonia Outlet
04244000,Limestone Creek
04275000,Little Black Brook
04252500,Little Black Creek
04213075,Little Chautauqua Creek
04268800,Little Trout
04252500,Little Woodhull Creek
04262500,Little
04242500,Mad River
04271500,Marble
04268800,Meacham Lake Outlet
04280450,Mettawee
01414500,Mill Brook
01317000,Mill Creek (Essex County)
01315500,Mill Creek (Hudson trib.)
04256000,Mill Creek (Lewis County)
01357500,Mohawk
04242500,Mohawk
01367500,Mombaccus Creek
01433500,Mongaup
01387500,Moodna Creek
04254500,"Moose, Middle Branch"
04254500,"Moose, S. Branch"
04254500,Moose
04218000,Murder Creek
04256000,Negro Brook
01435000,"Neversink, E. Branch"
01434498,"Neversink, W. Branch"
01436690,Neversink
01437500,Neversink
04242500,Ninemile Creek
01334500,Normans Kill
01359528,Normans Kill
01349150,North Chuctanunda Creek
01315500,North Creek
01349150,Nowadaga Creek
04220045,Oak Orchard Creek
04230500,Oatka Creek
01338000,Oriskany Creek
04262500,"Oswegatchie, E. Branch"
04262500,"Oswegatchie, Middle Branch"
04213000,Ashtabula
03242350,Caesar Creek
04209000,Chagrin
04213000,Conneaut Creek
04206000,Cuyahoga
04208000,Cuyahoga
03272700,Four Mile Creek
04212100,Grand
03274000,Great Miami
03264000,Greenville Creek
03271300,Holes Creek
03136500,Kokosing
03147500,Licking
03109500,Little Beaver Creek
03246500,"Little Miami River, East Fork"
03242050,Little Miami
03245500,Little Miami
03264000,Ludlow Creek
03270000,Mad River
03270000,Mad
03241500,Massie's Creek
04193500,Maumee
03244936,O'Bannon Creek
03225500,Olentangy
03232470,Paint Creek
03264000,Painter Creek
04195820,Portage
03232300,Rattlesnake Creek
03232500,Rocky Fork Creek
04201500,"Rocky, N. Br. of the W. Br."
04201500,"Rocky, W. Br."
04201500,"Rocky, W.Br."
04207200,Sagamore Creek
04198000,Sandusky
03247500,Stonelick Creek
03244936,Sycamore Creek
04207200,Tinker's Creek
03245500,Todd Fork
04199500,Vermilion
03144000,Wakatomica Creek
03238495,White Oak Creek
07164500,Arkansas
07332500,Blue
07196000,Flint Creek
07337900,Glover
07329780,Honey Creek
07196500,Illinois River
07335700,Kiamichi
07338750,Mountain Fork
07339000,Mountain Fork
07331300,Pennington Creek
07337900,Rocky Creek
14201500,Abiqua Creek
14306500,"Alsea, N. Fork"
14306500,Alsea
14182500,Battle Axe Creek
14142800,Beaver Creek
14337500,Big Butte Creek
14180300,Boulder Creek
14305500,Boulder Creek
14179000,Breitenbush
14154500,Brice Creek
14377100,Briggs Creek
14140000,Bull Run
14201500,Butte Creek
14316495,Calf Creek
14185900,Canal Creek
14316700,Canton Creek
14185000,Canyon Creek
14377100,Canyon Creek
14182500,Cedar Creek
14400000,"Chetco, South Fork"
14400000,Chetco
14147500,Christy Creek
14209250,"Clackamas, Oak Grove Fork"
14209500,"Clackamas, South Fork"
14209500,Clackamas
14210000,Clackamas
14209500,Collawash
14316495,Copeland Creek
14309500,"Coquille, MF"
14325000,"Coquille, S. Fork"
14188800,Crabtree Creek
14087400,Crooked
14142800,"Deep Creek, NF"
14076500,Deschutes
14103000,Deschutes
10396000,Donner and Blitzen
14138850,Eagle Creek
14209500,Eagle Creek
14338000,Elk Creek (Rogue)
14185900,Elk Creek (Santiam)
14209500,Elk Lake Creek
14182500,Elkhorn Creek
14318000,Emile Creek
14305500,Euchre Creek
14151000,Fall Creek
14209500,Fish Creek
14315950,Fish Creek
14179000,French Creek
14182500,Gold Creek
13333000,Grande Ronde
14361500,Grave Creek
14309500,Graves
14182500,Henline
14120000,"Hood, E. Fork"
14120000,"Hood, Lake Branch"
14120000,"Hood, Middle Fork"
14120000,"Hood, West Fork"
14120000,Hood
14377100,Illinois
14308000,Jackson Creek
14046000,"John Day, N. Fork"
14046500,John Day
14048000,John Day
14301500,Jordan Creek
14307620,Lake Creek Slides
14307620,Lake Creek
14154500,Layng Creek
14316495,Limpy Creek
14303600,Little Nestucca
14318000,Little River
14141500,Little Sandy
14169000,Long Tom Hole
14190500,Luckiamute
14159200,"McKenzie, EF of the SF"
14159200,"McKenzie, S. Fork"
14158500,McKenzie
14162500,McKenzie
14163150,McKenzie
14091500,Metolius
14200000,"Molalla, North Fork"
14200000,"Molalla, Table Rock Fork"
14200000,Molalla
14299800,Nehalem
14301000,Nehalem
14209500,Nohorn Creek
14182500,Opal Creek (Opal Proper)
13181000,Owyhee
14400000,Pistol
14159500,Quartz Creek
14185900,Quartzville Creek
14190500,Rickreall Creek
14190500,Rickreall
14209500,Roaring River
14299800,Rock Creek (Nehalem)
14330000,"Rogue, North Fork"
14337600,Rogue
14359000,Rogue
14361500,Rogue
14372300,Rogue
14155500,Row
14137000,Salmon
14299800,"Salmonberry, North Fork"
14299800,Salmonberry
14137000,Sandy
14142500,Sandy
14182500,"Santiam, Little North (Classic Opal)"
14182500,"Santiam, Little North (Opal Gorge)"
14182500,"Santiam, Little North (Upper Opal)"
14182500,"Santiam, Little North"
01543500,Anderson Creek
01619000,"Antietam Creek, E. Branch"
01548500,Babb Creek
03106500,Bear Creek (Allegheny River trib.)
01447800,Bear Creek
01571500,Bermudian Creek
01613050,Big Cove Creek
03106300,Big Run
01447800,Black Creek (and Quakake Creek)
03042000,"Blacklick Creek, S. Branch"
03042000,Blacklick Creek
01560000,Bobs Creek
01480870,"Brandywine Creek, E. Branch"
01481000,"Brandywine Creek, W. Branch"
01440400,Brodhead Creek
01601000,Brush Creek
01480617,Buck Run
03079000,Casselman
03029500,Clarion River
03040000,Clear Shade Creek
01541500,Clearfield Creek
01575500,Codorus Creek
03041500,Conemaugh
01573710,Conewago Creek (East)
01573825,Conewago Creek (West)
03106000,Connoquenessing Creek
03040000,Dark Shade Creek
01542810,Deer Creek
03081000,Drake Run
03029500,East Branch Millstone Creek
03020500,East Sandy Creek
04213152,Elk Creek
03021350,"French Creek, S. Branch"
01472157,French Creek
01564500,Great Trough Creek
01439500,Hornbeck's Creek
03080000,Indian Creek
01565000,Kishacoquillas Creek
01534300,Lackawanna
01534500,Lackawanna
04213075,Lamson Run
03080000,Laurel Hill Creek
01447800,Lehigh
01449000,Lehigh
01453000,Lehigh
03041000,Little Conemaugh (North)
03041000,Little Conemaugh (South)
03041000,Little Conemaugh
04213075,Little Elk Creek
01601000,Little Wills Creek
03045000,Loyalhanna Creek
01552000,Loyalsock Creek
03034000,Mahoning Creek
01639000,Marsh Creek
03070500,Meadow Run
03020500,Mill Creek (Allegheny R. trib.)
03024000,"Mill Creek (French Creek Trib, Venango County"
03106300,Muddy Creek (Slippery Rock trib)
01577500,Muddy Creek (Susquehanna trib)
01538000,Nescopeck Creek
03106500,Neshannock Creek
01574500,Otter Creek
03040000,Paint Creek
01576787,Pequea Creek
01548500,Pine Creek
03022540,Pithole Creek
03040000,Quemahoning Creek
01439500,Raymondskill Creek
03040000,Roaring Fork
01532000,Schrader Creek
01474500,Schuylkill
03040000,Shade Creek
01439500,Shohola Creek
01548500,Slate Run
03106500,Slippery Rock Creek
01560000,South Poplar Run
01547100,Spring Creek
03040000,Stonycreek River
01570500,Susquehanna River
01459500,Tohickon Creek
01532000,"Towanda Creek, S. Branch"
03040050,Trout Run
01447680,Tunkhannock Creek
04213152,Twelve Mile Creek
04213152,Walnut Creek
01538000,Wapwallopen Creek
03079000,Whites Creek
01560000,Yellow Creek
03081500,Youghiogheny
01545600,Young Womans Creek
01112500,Blackstone
02160381,Beaverdam Creek
02187910,Broad Mouth Creek
02153200,Broad
02156500,Broad
02161000,Broad
02160381,Cedar Shoals Creek
02177000,Chauga
02169500,Congaree
03439000,Eastatoe Creek -1
02160326,Enoree
02160390,Enoree
02177000,Flat Shoal River
02160105,Jimmies Creek
02156300,Lawsons Fork Creek
02187910,Little River
02177000,"Little, North Fork"
03439000,Matthews Creek
03439000,Oilcamp creek
21556525,Pacolet
03439000,Reedy Cove Creek
02164000,Reedy River
02164110,Reedy River
02164110,Reedy
02187910,Rocky River
02162350,"Saluda, Middle"
21623975,"Saluda, North"
02162290,"Saluda, South"
02162500,Saluda
02163500,Saluda
02168504,Saluda
02196000,Stevens Creek
02186000,Twelvemile Creek
02157510,"Tyger, Middle"
02160105,"Tyger, North"
02160105,"Tyger, South"
02160105,Tyger
02160390,Warrior Creek
02177000,Whetstone Creek
02187910,Wilson Creek
06404000,Battle Creek
06482020,Big Sioux
06411500,Rapid Creek
06412500,Rapid Creek
06433000,Redwater
06429905,Sand Creek
06431500,Spearfish Creek
06436180,Whitewood Creek
03497300,Abrams Creek
03518500,Bald River
03535400,Beaver Creek
03518500,Citico Creek
03539778,Clear Creek
03403910,Clear Fork (of the Cumberland)
03409500,Clear Fork
03518500,Coker Creek
03518500,Conasauga Creek
03540500,Crab Orchard Creek
03540500,Crooked Fork Creek
03539600,Daddy's Creek
03518500,Doublecamp Creek
03596000,Duck River
03539800,Emory
03540500,Emory
03540500,"Flat Fork, North Prong"
03518500,Gee Creek
03566000,Hiwassee
03414500,Hurricane Creek
03539778,Little Clear Creek
03540500,"Little Emory, Middle Fork"
03414500,Little Hurricane Creek
03518500,Little Loss Creek
03497300,"Little Pigeon, Middle Prong (The Greenbrier)"
03497300,"Little, Middle Prong (Tremont)"
03497300,"Little, Middle Prong"
03497300,"Little, West Prong"
03497300,Little
03498500,Little
03497300,Lynn Camp Prong
03408500,New River
03518500,North River
03538830,Obed
03540500,Obed
03414500,"Obey, E. Fork"
03415000,"Obey, West Fork"
03518500,Piney Creek
03465500,Spivey Creek
03497300,Spruce Flats Prong
03428200,"Stones, W.Fk."
03518500,Tellico
03497300,Thunderhead Prong
03518500,Turkey Creek
03518500,Turtletown Creek
03539778,White Creek (Morgan County)
03409500,White Oak Creek
03518500,Wildcat Creek (Tellico Tributary)
03539600,Yellow Creek (Cumberland Co.)
08155200,Barton Creek
08155300,Barton Creek
08104700,Bear Creek (Williamson Co.) (no known descents)
08150800,Beaver Creek (current beta needed)
08101000,Bee House Creek (current beta needed)
08105095,Berry Creek (current beta needed)
08171000,Blanco
08171300,Blanco
08084000,"Brazos, Clear Fork (no known descents)"
08080500,"Brazos, Double Mtn Fk (no known descents)"
08079600,"Brazos, Double Mtn Fk, N Fk (no known descents)"
08082000,"Brazos, Salt Fork (no known descents)"
08108700,Brazos
08105888,Brushy Creek
08154700,Bull Creek
07227500,Canadian River
08095400,Childress Creek
08185000,Cibolo Creek (current beta needed)
08147000,Colorado
08158000,Colorado
08169000,Comal
08136000,Concho (no known descents)
08101000,Cowhouse Creek (current beta needed)
08055000,Denton Creek
08196000,Dry Frio (current beta needed)
08061540,Duck Creek
08195000,Frio
08167000,Guadalupe (current beta needed)
08167000,Guadalupe
08167800,Guadalupe
08168500,Guadalupe
08190000,Hackberry Creek--Nueces River (no known descents)
08095400,Hog Creek (current beta needed)
08200720,Hondo Creek (no known descents)
08447020,Independence Creek (no known descents)
08103800,Lampasas (current beta needed)
08171000,Little Blanco (current beta needed)
08158380,Little Walnut Creek (current beta needed)
08150000,Llano (current beta needed)
08150700,Llano (current beta needed)
08151500,Llano River
08150000,"Llano, Johnson Fork (current beta needed)"
08151500,Llano
08178880,Medina
08095000,Meridian Creek (current beta needed)
08095300,Middle Bosque
08032000,Neches
08095000,Neils Creek (current beta needed)
08092000,Nolan (current beta needed)
08094800,North Bosque (current beta needed)
08153500,North Grape Creek (current beta needed)
08190000,Nueces (current beta needed)
08158700,Onion Creek
08159000,Onion Creek
08091500,Paluxy
08446500,Pecos
08153500,Pedernales
08374550,Rio Grande
08375300,Rio Grande
08103900,Rocky Creek (current beta needed)
08061540,Rowlett Creek
08198000,Sabinal (current beta needed)
08105095,Salado Creek (current beta needed)
810464660,"San Gabriel, N. Fork"
08104700,"San Gabriel, N. Fork"
08104900,"San Gabriel, S. Fork (current beta needed)"
08181400,San Geronimo Creek (current beta needed)
08170500,San Marcos
08171400,San Marcos
08146000,San Saba (current beta needed)
08376300,Sanderson Creek (no known descents)
08152000,Sandy Creek (current beta needed)
08201500,Seco Creek (current beta needed)
08156800,Shoal Creek (current beta needed)
08061540,Spring Creek (current beta needed)
08091500,Steele Creek (current beta needed)
08095300,Tonkawa Creek
08047500,"Trinity, Clear Fork"
08048000,"Trinity, West Fork (current beta needed)"
08057000,Trinity
08200000,Verde Creek (current beta needed)
08158200,Walnut Creek
08063800,"Waxahachie Creek, South Prong"
08057200,Whiterock Creek
10164500,American Fork
10011500,Bear
09217900,"Blacks Fork, E. Fork"
09217900,"Blacks Fork, W. Fork"
10113500,Blacksmith Fork
10131000,Chalk Creek
09180500,Colorado
09333500,Dirty Devil
10133800,East Canyon Creek
09337500,Escalante
09326500,"Ferron Creek, lower"
09315000,Green
10171000,Jordan
10168000,Little Cottonwood Creek
10109000,Logan
09330500,Muddy Creek
10137500,"Ogden, South Fork"
10140100,Ogden
10140700,Ogden
09314500,Price
10154200,Provo
10163000,Provo
09279000,Rock Creek
09379500,San Juan
09328500,San Rafael
10149000,Sixth Water Creek
10150500,Spanish Fork
09288180,Strawberry
09296800,Uinta
09405500,"Virgin, N. Fork"
09405500,Virgin
09406000,Virgin
09408150,Virgin
10128500,Weber
10130500,Weber
10132000,Weber
10136500,Weber
09304800,White
09292500,Yellowstone
01654000,Accotink Creek
02041650,Appomattox
01660400,Aquia Creek
02011500,Back Creek (Jackson trib)
01613900,Back Creek (Potomac trib)
01614000,Back Creek (Potomac trib)
02056650,Back Creek (Roanoke R. trib)
01627500,Back Creek (South R. trib)
03473000,Beaverdam Creek
03524000,Big Cedar Creek
03524000,Big Moccasin Creek
03527000,Big Stony Creek
03527000,"Big Stony, Mountain Fork"
01620500,Briery Branch
02032250,Buck Mountain Creek
02015700,Bullpasture
02024000,Calfpasture
01638350,Catoctin Creek
01635090,Cedar Creek
03165000,Chestnut Creek
03524000,Clinch
01667500,Conway
03527000,Cove Creek
01662800,Covington
02016000,Cowpasture
03529500,Crab Orchard Branch
02018000,Craig Creek
01644280,Cub Run
01652500,Dead Run
01646000,Difficult Run
01652500,Donaldson Run
01620500,Dry
02013000,Dunlap Creek
03165000,Elk Creek
01652500,Four Mile Run
01644000,Goose Creek
03473000,Green Cove Creek
03524500,Guest
02030000,"Hardware, N. Fork"
02030000,"Hardware, S. Fork"
02030000,Hardware
03473000,"Holston, South Fork"
01664000,Hughes and Hazel
02011500,Jackson
02011800,Jackson
02016500,James
02019500,James
02025500,James
02037500,James
03527000,Jasper Creek
01620500,Jennings Branch
02017500,Johns Creek
03524000,Little (Clinch R. trib)
01620500,Little (North R. trib)
03170000,Little River (New R. trib)
01671100,Little River (North Anna trib)
03529500,Little Stony Creek
02032640,Lynch
02021500,Maury
02024000,Maury
01632000,Middle
01632000,Mill Creek (Shenandoah trib)
02032250,"Moormans, South Fork"
02032250,Moormans
03165500,New
03168000,New
03171000,New
03176500,New
01671100,Newfound
01670400,North Anna
01620500,North
02044500,Nottoway
01635500,Passage Creek
02024915,Pedlar
01652500,Pimmit Run
02027500,Piney River
02027500,"Piney, North Fork"
01654000,Pohick Creek
01605500,"Potomac, Laurel Fork of North Fork of South Branch"
01607500,"Potomac, S. Fk. of the S. Br."
01605500,"Potomac, South Branch"
02014000,Potts Creek
03209000,Pound
03529500,"Powell, South Fork"
03529500,Powell
01658500,"Quantico Creek, S. Branch"
01667500,Quantico Creek
01667500,Rapidan
01664000,Rappahannock
01668000,Rappahannock
03167000,Reed Creek
02032640,"Rivanna, North Fork"
02034000,Rivanna
02032640,Roach
02053800,"Roanoke, South Fork"
02054530,Roanoke
02056000,Roanoke
01666500,Robinson
01666500,Rose
01662800,Rush
02027000,Saint Mary's
01646000,Scott Run
01632000,"Shenandoah, N. Fork"
01631000,"Shenandoah, S. Fork"
01631000,Shenandoah
02072000,Smith
02072500,Smith
02073000,Smith
01665500,South (Rapidan trib)
01626000,South (Shenandoah tributary)
01672500,South Anna
01652500,Spout Run
02024915,Staton's Creek
02062500,Staunton
03527000,Stock Creek
02028500,Stoney Creek
01632000,Stony Creek (NF Shenandoah trib)
03473000,Tennessee Laurel Creek
01664000,Thornton
03488000,Tumbling Creek
02027000,"Tye, North Fork"
02027000,"Tye, South Fork"
02027000,"Tye, Upper North Fork"
02027000,Tye
03173000,Walker Creek
01667500,White Oak Run
03473000,Whitetop Laurel Creek
01652500,Windy Run
03175500,Wolf Creek
01153000,Black
04292500,Browns
04296500,Clyde
04292000,Gihon
04292500,"Lamoille, North Branch"
04292000,Lamoille
04292500,Lamoille
04289000,Little
04288000,Mad
04294000,Missisquoi
01134500,Moose
04282525,New Haven
01151500,Ottauquechee
04282500,Otter Creek
01133000,Passumpsic E Br
04280000,Poultney
04288230,Sterling Brook
01139000,Wells
01155500,West
01155910,West
01142500,White
01144000,White
04290500,Winooski
12488500,American
12179900,Bacon Creek
12035000,Baker Creek
12190400,Baker River
12052210,Big Quilcene
12043015,Bogachiel
12451000,Bridge Creek (Stehekin River)
12488500,Bumping
12043000,"Calawah, S. Fork"
12043000,Calawah
14219000,Canyon Creek (Lewis River trib.)
12161000,Canyon Creek (S.F. Still. trib)
12094000,Carbon
12182500,Cascade
12117600,Cedar River
12020000,"Chehalis, W. Fork"
12020000,Chehalis
12448000,Chewuch
12456500,Chiwawa
14231900,Cispus
12208000,Clearwater (MF Nooksack trib.)
14222500,Copper Creek
14226500,"Cowlitz, Clear Fork"
14226500,Cowlitz
14238000,Cowlitz
12166300,Deer Creek
12079000,Deschutes
12054000,Dosewallips
12054000,Duckabush
12048000,Dungeness
12113000,Duwamish
12045500,Elwha
12452800,Entiat
12449950,Granite Creek
12010000,Grays River
12106700,Green
12113000,Green
12097500,Greenwater
12424000,Hangman (Latah) Creek
12041200,Hoh
12043300,Hoko
12039005,"Humptulips, E. Fork"
12039005,"Humptulips, W. Fork"
12056500,Jefferson Creek
12404500,Kettle
14113000,Klickitat
14222500,"Lewis, E. Fork"
14216000,"Lewis, N. Fork"
14113000,Little Klickitat
12459000,Little Wenatchee
12452890,Mad
12087000,Mashel
12040500,Matheny Creek
14231900,McCoy Creek
12448500,Methow
12449950,Methow
14216500,Muddy
12086000,Nisqually
12089500,Nisqually
12208000,"Nooksack, Middle Fork"
12205000,"Nooksack, N. Fork"
14226500,Ohanapecosh
13351000,Palouse River
12155300,Pilchuck River
12092000,Puyallup
12101500,Puyallup
12040500,Queets
12039500,Quinault
12145500,Raging
12035000,"Satsop, Middle Fork"
12186000,"Sauk, N. Fork"
12186000,Sauk
12189500,Sauk
12442500,Similkameen
04024430,Amnicon
04026450,Bad
04027000,Bad
05430150,Badfish
04084911,Baird Creek
05405000,Baraboo
05425912,Beaver Dam
05396000,Big Rib
05381000,Black (Clark Co.)
05381000,Black (Jackson Co.)
05394500,Black Creek
04084911,Bower Creek
04086500,Cedar Creek
05356000,"Chippewa, E.Fk."
05356000,Chippewa
05365550,Chippewa
05394500,Copper
04081000,Crystal
04085108,Devils
05397500,Eau Claire (Wisconsin R. trib)
04078500,Embarrass
05543830,Fox (Illinois R. trib.)
05545750,Fox (Illinois R. trib.)
04084445,Fox
04085108,Greenleaf Creek
05381000,Halls (Stockwell) Creek
04087119,Honey Creek
05362000,"Jump, S.Fk."
05362000,Jump
04087159,Kinnickinnic (Milwaukee trib)
05342000,"Kinnickinnic (St.Croix trib), S.Fk."
05342000,Kinnickinnic (St.Croix trib)
05399500,Little Eau Pleine
05414000,Little Platte
04072076,Little Suamico
04080000,Little Wolf
04026561,Long Lake Branch
04085427,Manitowoc
04087030,Menomonee
04087120,Menomonee
04086600,Milwaukee
04087000,Milwaukee
04026561,"Montreal, W.Fk."
05381000,Morrison Creek
40857005,Mullet
05331833,Namekagon
05394500,New Wood
04026561,North Fish Creek
04087204,Oak Creek
04066500,"Pemebonwon, N.Br."
04066500,"Pemebonwon, S.Br."
04067958,Peshtigo
04087030,Pigeon Creek
04087257,Pike (Kenosha Co.)
04066500,Pike
05395063,Pine (Lincoln Co.)
04064500,Pine
04063700,"Popple, Little"
04063700,Popple
05394500,Prairie
05369000,Red Cedar
04077630,"Red, W.Br."
03066000,Beaver Creek
03070500,Beaver Creek
03189100,Big Beaver Creek
03198350,"Big Coal River, Clear Fork"
03198500,"Big Coal River, Marsh Fork"
03198500,Big Coal River
03184000,Big Creek
01606000,Big Run
03070500,Big Sandy Creek
03212750,"Big Sandy River, Tug Fork"
03194700,Birch
03066000,"Blackwater, North Fork"
03066000,Blackwater
03179000,Bluestone
03179000,Brush Creek
03189100,Brushy Meadow Creek
03052500,"Buckhannon, Left Fork of the Right Fork"
03052500,"Buckhannon, Left Fork"
03052500,"Buckhannon, Right Fork"
03052450,Buckhannon
03056250,Buffalo Creek (Cheat trib)
03194700,Buffalo Creek (Elk trib)
03070500,Bull Run
01608000,Cacapon
03179000,Camp Creek
03069500,"Cheat, Black Fork"
03065000,"Cheat, Dry Fork"
03067510,"Cheat, Glady Fork"
03065000,"Cheat, Laurel Fork"
03067510,"Cheat, Shavers Fork"
03068800,"Cheat, Shavers Fork"
03069500,Cheat
03070260,Cheat
03189100,"Cherry, N. Fork"
03189100,"Cherry, S. Fork"
03189100,Cherry
03187500,Cranberry
03070500,Daugherty Run
03062500,Deckers Creek
03182500,Deer Creek
03061000,Elk Creek
03194700,"Elk River, Back Fork"
03194700,"Elk River, Old Field Fork"
03194700,Elk River
03184000,Fall Branch
03056250,Fields Creek
03065000,Gandy Creek
03189100,Gauley
03192000,Gauley
03194700,Grassy Creek
01595000,Green's Run
03182500,"Greenbrier River, East Fork"
03182500,"Greenbrier River, West Fork"
03182500,Greenbrier River
03183500,Greenbrier River
03184000,Greenbrier River
03202400,Guyandotte River
03194700,"Holly River, Laurel Fork of Left Fork"
03194700,"Holly River, Left Fork"
03194700,"Holly River, Right Fork"
03066000,Horseshoe Run
01606000,Jordan Run
03193000,Kanawha River
03188900,Laurel Creek (Cherry trib)
03194700,Laurel Creek (Elk River tributary)
03185000,Laurel Creek (New River tributary)
03062500,Laurel Run
03070500,Laurel Run
03194700,Leatherwood Creek (Clay County)
03194700,Leatherwood Creek (Webster County)
03185000,Lick Creek
03194700,Little Birch River
03179000,Little Bluestone River & Tributaries
03200500,"Little Coal River, Pond Fork"
03200500,Little Coal River. Pond Fork
03151400,"Little Kanawha River, Right Fork"
03151400,Little Kanawha River
03189100,Little Laurel Creek
03182500,Little River
03070500,Little Sandy Creek
03184000,Little Wolf Creek
01607500,Lost
01604500,"Lunice Creek, North Fork"
01604500,Lunice Creek
03185000,Madams Creek
03185000,Meadow Creek
03190000,Meadow
03052000,Middle Fork
03065000,Moore Run
03179000,Mountain Creek
03189100,Muddlety Creek
03070500,Muddy Creek
03184500,New
03185400,New
380649081083301,New
01604500,North River
03065000,Otter Creek
03198350,Paint Creek
03189100,Panther Creek
01604500,"Patterson Creek, North Fork"
03198500,Peachtree Creek
03191500,Peters Creek
03185000,Pinch Creek
03185000,Piney Creek
03179000,Pipestem Creek
01607300,"Potomac, Brushy Fork of the S. Fk. of the S. Br."
01606000,"Potomac, North Fork of South Branch"
01605500,"Potomac, S. Branch"
01606500,"Potomac, S. Branch"
01608500,"Potomac, S. Branch"
01607500,"Potomac, S.Fk. of the S.Br."
01608000,"Potomac, S.Fk. of the S.Br."
03070500,Pringle Run
03066000,Red Creek
03065000,Red Run
03070500,Roaring Creek
01595000,Saltlick Creek
03052500,Sand Run
03198500,Sandlick Creek
01606000,Seneca Creek
01636500,Shenandoah
01614000,Sleepy Creek
10016900,Bear
06224000,Bull Lake Creek
06207500,Crandall Creek
06632400,Douglas Creek
06625000,Encampment
09188500,Green
13023000,Greys
13014500,Gros Ventre
06632400,Libby Creek
06632400,Medicine Bow River
06632400,Middle Fork Little Laramie
06233000,Middle Popo Agie
06623800,North Fork Encampment
06632400,North Fork Little Laramie
06632400,North French Creek
06632400,North Mullens Creek
06652000,North Platte
06311400,"Powder, North Fork"
06632400,Rock Creek
06278500,Shell Creek
06279940,"Shoshone, North Fork"
06280300,"Shoshone, South Fork"
13010065,Snake
13011000,Snake
13013650,Snake
13022500,Snake
06639000,Sweetwater
06278300,Tensleep Creek
06298000,Tongue
06220800,Wind
06186500,Yellowstone
